"Date","ABC","AGL","AIO","ALL","ALQ","AMC","AMP","ANN","ANZ","APA","AST","ASX","AWC","AZJ","BEN","BHP","BLD","BOQ","BSL","BXB","CAR","CBA","CCL","CGF","CIM","COH","CPU","CSL","CSR","CTX","CWN","DLX","DMP","DOW","DUE","DXS","FLT","FMG","FXJ","GMG","GNC","GPT","HGG","HSO","HVN","IAG","IFL","ILU","IOF","IPL","JBH","JHX","LLC","MFG","MGR","MPL","MQG","NAB","NCM","NVT","ORA","ORG","ORI","OSH","PPT","PRY","QAN","QBE","QUB","REA","REC","RHC","RIO","RMD","S32","SCG","SEK","SGP","SGR","SHL","SKI","SPO","SRX","STO","SUN","SYD","TAH","TCL","TLS","TPM","TTS","TWE","VCX","VOC","WBC","WES","WFD","WOW","WPL"
"20150105",0.00549451931764078,0.0125416619930432,-0.00329489589685261,0.00456274555841829,0,0.00147167061145659,0.00179694567670174,0.00265604405811626,-0.00186335457641151,0.0341240458361272,0.0112571545246345,0.00515395146030295,0.00825314175672043,0.00428266179200065,0.00311526731694922,-0.00203320978209787,0.0111318403688441,-0.00246204473977496,0.008718451039881,0.00186219793106446,0,0.00244627065902758,-0.0129731549213803,0.0030349036951538,0,0.00663183147366553,-0.0033613477027048,0.00422543882268567,-0.00253485560318811,0.0246642843797211,-0.00870603045400165,0.0034188067487857,-0.00915793778476592,0.00847462699097212,0.0124225199985573,0.0112677248463424,0.0112037508044276,-0.00353982670512409,0.0171924005403729,0.00172265331144605,0.0167869649492567,0.0067796869853789,-0.00738010729762251,-0.00371057939653574,0.0089153636579522,0.00947874395454384,0.00671143458798662,0.0295588022415445,0.0108109161042156,0.0123458358222992,0.0101395038524394,-0.00527705710084403,0.00363636764338438,0.00538117890451684,0.0109891215755952,-0.0165978914090378,-0.00205198430414466,0.00148876013800914,0.0437374484803792,-0.00782782862024689,0.0230483954362911,0.010221554071538,0.000520156058541943,0.0138454068220528,0.000860770442645542,-0.0168780377873516,0.0325231917055601,0.00445435034938058,0,0.00264433825309052,-0.00138985428905425,-0.00155642054765792,0.0025682746759772,0.0242349708454579,0,0.0112677248463422,0.00171281800367451,0.0072202479734873,0,0.00214132844134296,-0.00470589103741248,0.0051413995004187,-0.00140400163463417,0.0085106896679088,0.00497336726705777,0.0188093319574962,-0.00723766730023057,0.00688866099518526,0.00167364055802977,-0.016308738041924,-0.00286123228103219,-0.0105153439995229,0,-0.00471328445209829,-0.00331175976329146,-0.000954881905927962,0.0151682214731714,-0.0128143695333516,0.00523150552299123
"20150106",-0.0137933221323359,-0.013284328198734,-0.0116183879538649,-0.00914640522607613,-0.0454623740767575,-0.00368324541629628,-0.0199462641823791,-0.0182918327816384,-0.012197180142365,-0.00647251450561726,-0.00373832211060721,-0.0149927845861413,-0.0137933221323358,-0.0215991118034617,-0.00859044720503821,-0.0475866824026951,-0.0111318403688441,-0.0224355068819522,-0.0371395469494569,-0.00746968926000946,0,-0.00759127733122522,0.00217391389961996,-0.0417694128762949,0,-0.000635768347437171,-0.020408871631207,-0.0186340795448929,-0.0153455696746605,-0.0139782621159035,-0.0184521881983084,-0.0206903932574463,-0.00964637705180493,-0.0299808322119359,-0.00412371718386206,-0.00561799230422322,0.00360685693099283,-0.010695289116748,-0.0114286958236228,-0.0138650401371714,-0.00118976813558858,-0.0113251493570536,-0.0199507864193487,-0.0112150708201399,0,-0.0158481922400235,-0.0202709643736192,-0.0295588022415445,-0.0162605208717803,0.0508330657992324,-0.00759497321744451,-0.000756143703323886,-0.0189318631456663,-0.00418285641240779,-0.00823049913651552,-0.0168780377873518,-0.0232045043509599,-0.00806576441436624,0.0241599326651354,-0.023857990453894,-0.0204610718713401,-0.0432968057533243,-0.0247446160226099,-0.0901982679181486,-0.0239454192341189,-0.0150056406178702,0.0430594894604469,-0.0179377006866672,-0.0166670524852117,-0.00928593893430962,-0.0253534706864567,-0.00225244832302174,-0.0153358739229423,-0.0170458672729885,0,-0.0226638595772117,-0.00514728045230939,-0.0072202479734873,0,-0.0112934784615075,-0.00947874395454384,-0.0181117499430461,-0.00740352403356503,-0.0898770242719533,-0.0200436201880558,-0.00831605624165754,-0.00485437846479808,0.00228571528085597,-0.00671143458798684,-0.036533743332456,-0.00863314714470298,-0.00211640290637782,0,-0.0158733491562899,-0.00878394259096638,-0.00406845122629607,-0.00539084863487638,-0.0146571577999737,-0.0500171101419467
"20150107",0,0.00370782775552536,-0.0067001925698198,-0.00153256734977814,0.0191944472561472,-0.0103858500321232,0.00365631120311072,0.00583615573471841,-0.00188976434192289,-0.0196727655987048,-0.00375234961855037,0.00109799626732521,0.00277392688272515,-0.00437637459979889,0.00235017734495369,0,0,0.00335570784697214,-0.0292525428374373,-0.0217914828591694,0,-0.00222991700876385,-0.00872415566033835,-0.00158102799731874,0,-0.00152749520535078,-0.000859475772718721,0.00139227311038681,-0.0261111440036859,-0.0101054707235639,-0.0146821560745503,0.00521287018853323,0.00121089823070353,-0.0286678948695718,-0.0041407926660314,0.015374167249588,0.00359389425458945,-0.0180836754332954,-0.011560822401076,0.00868815195763784,0.00237812240496726,-0.00228050269872515,-0.0152287207018247,-0.00376648279547698,-0.0149034055025747,-0.00801928916661976,-0.00113830405006032,-0.0100503358535013,0.0108696722369039,0,0.000635122282385048,-0.0137092779250336,0.00430637392668709,0,0.0109590137897195,0.0168780377873518,0.0059388820842825,0.00239664584459964,-0.00341588718140695,0.0139862419747399,0.00772204609391025,-0.0160574368958586,-0.0177471718963469,-0.0151622477396776,0.00285997334970123,0.0107412418314126,-0.0193429628431309,-0.0118344576470029,-0.0169495583137733,0.00421146582792753,0.00993620665912975,-0.011163555671577,-0.00522285309809423,-0.00143369200184873,0,0.0254610641982731,-0.00805991697710029,-0.00241838086428148,0,0.00216099489823485,0.00475060275859773,0.0103897038491358,-0.0225452383210563,-0.0133335308694651,0.00216684808509049,0.00831605624165754,0.0024301348532918,-0.0103271141558494,0.00168208618298471,-0.00466201310581127,0,-0.0170944333592999,0,-0.0128826258310137,-0.00549116694000862,-0.00649587271544538,0.0224488315394531,0.00502093105009971,-0.00881548408643473
"20150108",0.00829880281469508,0.00443132187467032,0.0100335289895779,0.0182375875497809,-0.0506931143155183,-0.0157838677012618,-0.00365631120311072,0.00491182054720873,0.00597204352350511,0.0170719838986475,0.0112150708201399,0.00683529660585735,0.0380480676375299,0.0109052334822626,0.00156372197618282,0.00955928681345597,0.00743497848751806,0,0.00923367594694557,0.00763362485507102,0,0.00328446043064545,0,0.00315956029036846,0,0.013915468061974,0.0246296951066305,-0.00453199311505514,0.0105264129869875,-0.001742666720431,-0.0016447372128785,0.015477523068913,-0.0113591485070779,0.00446429312868557,0.0123712918025468,0.00691087753984698,0.00298507684345317,-0.0258794479878207,0.011560822401076,0.00517688817953355,0.0141511795462432,0.0113508596686895,-0.00256082086167386,0.00376648279547698,0.00299850299625648,0.0143887374520995,0.00907035696996461,-0.00675678246287981,0.00539084863487638,-0.0087848295557329,0.00632913505164723,-0.0115697395474106,0.00306466681790285,0.00715993512209234,0.0135320062185764,0,0.00797922707036491,0.00893660996640699,-0.00428633318068528,0.00987174847915417,0.0203052661607456,0.00806094826163228,-0.0180678334099516,-0.0153956854779735,0.0223752139050002,-0.00428266179200065,-0.00784317746102592,0.0208435275893688,0.00426439878645757,-0.00465581153619432,0.0028208763416413,0.0175610876497672,0.0234614866789977,0.00572247627406619,0,0.00834497193218064,0.00346220772847072,0.0120338395637236,0,-0.00595400947010738,0.00943403223335859,0.0128371467606806,-0.000361990954178992,-0.0203396842371228,0.00718910357246916,0.00619197024792117,0.00725517088117189,0.0160186491556376,0.0116960397631913,0.0108444130141288,0.0114943794257352,-0.0173917427118693,0,0.00967749488206526,0.00366412623689127,0.00913028927916315,0.0188487255586671,-0.0104045241335724,-0.00499307556066286
"20150109",0.0109590137897195,0.011721745933102,0.0148640226321493,0.0164305413960961,0.0334347760862375,0.00453515516539138,0.0199462641823791,0.00842763914671885,0.0149302928930859,0.00389864041565735,0.0110906866941583,0.0127252292486362,0.00266311741948366,0.0129312146722487,0.0108781181471831,0.0271132354085606,0.0128796628636609,0.00667782114260573,0.0289875368732522,0.00379507096855169,0,0.00758330648001415,0.0238106486937184,0.023383762266864,0,0.00912905733538416,0.0346283568400381,0.0143388210620428,-0.00524935588614373,0.0272418279632292,0.0147061473896954,0.0034071583216142,0.0399893346136988,0.0242036017408862,0,0.00412371718386217,0.0394499657906908,0.0403724552903874,0,0.0153717800478541,0.00233918235317221,0.00898882456843308,0.02531780798429,0.0332747888848721,0.0381837869701589,0.0219789067187754,0.0201124097870955,0.0431244266337547,0.00803217169726422,-0.00589972212718837,0.00440668009294765,0.0260351611757681,0.0151840147704965,0.0356242049871276,0.0106952891167478,0.00417537141048052,0.0010360905779212,0.0150113194084391,0.0453478199784589,0.0479478224096721,0.0345713440650888,0.0264099856497229,0.0379449315641236,0.0360149726807091,0.0100460393888477,-0.00430108189939071,-0.0158733491562901,0.00714927084422401,0.0168780377873518,0.0070859463894859,0.0181442521234036,0.016071469187823,0.0127066512691147,0.0197746556594176,0,0.0110193952496105,0.0193959303475792,0.0118907465215217,0,0.0054141983908722,0.00934586241823776,0,0.0136643621940578,0.0520464353632071,0.0212623176519235,0.00410678195265324,0.0190936588155797,-0.00341103230106299,0.00827134575067734,0.0228494327723439,0.0141846349919563,0.0238364481545112,0,0.00480385231264546,0.0178225530096441,0.0215316492834656,-0.00103788281241979,0.0193791564167074,0.0298611421386763
"20150112",-0.0027285146532039,-0.00145772620565632,-0.0148640226321493,-0.00594355390084811,-0.0254666064370606,-0.00833022613394307,-0.00540055318000032,-0.00842763914671885,-0.00495203735589156,0.00517465579001719,-0.00738010729762256,-0.00593633691494988,0.00265604405811637,-0.0129312146722487,-0.00309597770512804,-0.0225430042158767,-0.00182982667707621,-0.00584065072954187,-0.0180185055026783,0.00378072283990605,0,-0.00454307962939993,-0.0107527917762615,-0.0155282623265551,0,0.0102793647718924,-0.0105907303546284,-0.00494908071220301,-0.00263504763800504,-0.0119523335238414,-0.00814336747717181,-0.0136988443581618,-0.0106404944807079,-0.0109290705321901,-0.00410678195265335,-0.0124225199985573,-0.0106583178064805,-0.0329097340887978,0.0114286958236228,-0.00680274732275254,0.0093023926623137,-0.00898882456843308,0.00498754151103897,-0.0370412716803491,-0.00868312257346093,0.00310077767824812,-0.00554632592055615,0.00647251450561748,-0.0107239633629757,0.0175957618903797,0.0205167283595094,-0.0291431667856354,-0.004228336109521,-0.00344827927891567,-0.0187924993493672,0,-0.0128540939554522,-0.00909764161839144,0.0243321006595307,-0.0265670273847218,-0.0245712607305055,-0.0335720574463378,-0.019877098154172,-0.00682596507039968,-0.00426258104915878,0.0107182162200241,-0.028399474521698,-0.0143500220298063,0,0.00988041850574506,-0.0323288871153602,-0.00937213982886309,-0.0152674721307884,-0.014084739881739,0,0.00546449447207875,-0.0234363398845843,-0.00950125912414013,0,-0.00758811229049217,0.00464037955650232,-0.010256500167189,0.000714030733657278,-0.0534172374969857,-0.000701508271490514,0.00408998525152526,-0.0118907465215217,0.00227531383713586,-0.00495459312468349,-0.0213097865867511,0.0028129413766147,-0.00644470544264197,0,-0.00801928916661976,-0.00179802266000628,-0.00681153543770607,-0.0093897403498393,-0.00497595984415566,-0.0190741477625673
"20150113",0.0135687292060689,-0.00219058137981909,-0.00166527931906124,0,-0.00597016698650377,0.0105901141013804,-0.00906624523775301,-0.00446429312868535,-0.00217425151658102,-0.00387847932857088,0.00738010729762256,-0.00787940498265227,0.0415644244212505,0.0256973454952845,-0.0054411327400814,-0.0191223957107121,-0.00919969689842337,-0.00587496444302094,-0.0054694758045355,-0.020973123380279,0,-0.00409477027249583,0.00539084863487638,0,0,-0.0170243316374243,-0.00246002584086247,-0.00207900282783324,-0.0079470616925319,0.00656301399823578,0.00895406877816063,0,-0.0127593437537596,0.00219539056343554,0,0,-0.00901824293785358,-0.0534478344434129,0.00566573753567735,-0.0034188067487857,0.0273989741881144,-0.0113508596686895,-0.00498754151103897,0.0149815536156169,0.00579711768432589,-0.0124612204378121,-0.00781690189161122,-0.00972454989199489,-0.010840214552865,0.00290275965796138,0.0170840030571866,0.00697947773152574,-0.00181763152132453,0.00459506839542234,-0.00543479598595697,-0.00836824967051653,-0.00367808453884333,-0.00324819420390776,0.036968425204265,0.00956945101615081,0.00496278934212913,-0.0273241042745545,-0.0180678334099516,-0.0221615718028525,-0.0224631475383443,-0.0128757143600453,0.00819676720417861,-0.0108992904580361,-0.0254250983658101,0.000218459858869924,0.0099503308531681,0.0147848729356141,-0.0179377006866677,0.0210534091978323,0,0,-0.00813012608325048,-0.00478469812333637,0,-0.0131436722405502,0.00921665510492398,-0.0155847310166983,0.00249510020729105,-0.0110345947237092,-0.00845671001822312,0.00813012608325026,0.00715140115762503,0.00227014853453911,0.0115227612367805,-0.00153964618559277,0.0222231367847103,0.0149735417901624,0,-0.00161160389434145,0.00179802266000628,0.00141309491248709,-0.00947874395454384,-0.00566951660379722,-0.0174834479712302
"20150114",-0.0190481949706944,-0.00146305805176006,-0.0202027073175195,-0.0195642056463645,-0.0303974771843709,-0.0030143202929227,-0.0146791626630491,0.00044732722732066,-0.0153535837602172,-0.00259403517704637,0.00732604009207288,-0.00245801025026893,-0.00254777207879886,-0.0192108362656778,-0.00234100770197365,-0.027915533911917,-0.0300210162548578,-0.000842105312922392,-0.0448673383570581,-0.00386100865745931,0,-0.0191744541810204,-0.0173540146931517,-0.00943403223335859,0,-0.00691696148983922,-0.0132233331746892,-0.0077767207550421,-0.0324352757531536,-0.00513260322652043,-0.0114100667380308,-0.00692044284457372,-0.014958839678723,-0.0176995770994008,0.00410678195265335,-0.00278164296187677,-0.0197734050463567,-0.0859424298007248,-0.0228581380760502,0.00171086440362944,0.00337268447863925,0.0068259650703999,0.00249688019858718,0.00740744127786186,0.0643578689828028,0,0.00447428039492115,0.04925538864863,0,-0.0234614866789979,-0.00181653092639822,-0.0353949649352683,-0.00547280174135478,0.0343598993404033,0.00814115758369993,-0.0126851595273157,-0.018953715921354,-0.0029620874738252,-0.0401787008345131,-0.00573067470898514,0.0147422817372034,0.00827590930386002,-0.0111112254250711,0.00836824967051664,-0.00262467342277128,-0.0218349286032,-0.00408998525152526,-0.0212283006198537,0.00428266179200076,-0.00701449610002314,-0.00283286308430397,-0.0152986155618633,-0.0339855716724902,0.0178944898765505,0,0.00543479598595686,-0.014684551682921,0,0,0.000551116023868925,-0.0232028970796641,-0.0211648111920431,-0.0107373973617397,0.0205909814439271,-0.00710230258206668,0.00605450890870607,0.014151179546243,0.00113314459716873,0.00977206473379244,-0.00773399059973623,-0.0082759093038598,0.00212089156913753,0,-0.00485045413374952,-0.00811668367084994,-0.00779684989361362,-0.00956945101615059,0.00333890126551495,-0.0050519332817931
"20150115",-0.0082759093038598,0.00729397836255341,-0.0068259650703999,-0.00762780204888625,-0.0334759291963895,-0.00833653937576662,-0.0055607186846971,-0.00628086407541462,-0.00538231471896111,0.00776200533548899,0.00727275932907961,-0.00741049089048484,-0.071364486207971,-0.0108343421657102,-0.00548375835625636,-0.0110906866941582,0.00759016926667555,-0.00591467714995719,-0.0251707383465516,0,0,-0.0020336151514746,0.00109349382137136,-0.0239819646864854,0,0.0111690939596292,0.00910979384889732,0.00557751852600319,-0.0082759093038598,-0.00602152357068553,0.000819336383402369,0.00346620797648622,-0.002038736689848,-0.0157483569681391,0.00408998525152526,0.00278164296187677,0.018603814269754,-0.0303710978762987,0.00576370471675008,-0.00858374369139137,-0.00112296474462381,-0.00454546237167475,-0.00249688019858718,-0.0111318403688442,-0.00816331063916076,-0.00313972000466767,-0.0157483569681389,-0.0251190600953319,0,-0.00595239852729534,-0.00974429147467815,-0.01695640141849,-0.0172205977516704,-0.0105762188175027,-0.00814115758369993,0,-0.00125257241034493,-0.00565225363208732,-0.024411301679681,0.00953296065872355,-0.00488998529419171,-0.0259754864032606,-0.020316725902672,0.0013879252748481,-0.0145601513313296,-0.0110988930680489,-0.0333364202675918,0.00465333552564129,-0.0129034048359078,0.0118085780646977,-0.0258635105899194,0.00546636140808232,-0.0247916452217041,0.0013633267278641,0,0.00540541856690813,-0.0017767253711507,-0.00963862883776878,0,0.00494642393532585,0.0139862419747401,0,-0.0104902390818866,0.016172859245601,-0.00571838584699513,0.00201005092802431,-0.00705055799666665,0.0179578338676603,0.00485045413374952,-0.0140737272116622,-0.00834497193218064,0.00422833610952122,0,-0.021294825970573,-0.0103156254552479,0.0103823490422181,-0.0172418064345061,0.00829880281469508,-0.0135979432334166
"20150116",-0.011142176553242,-0.0116960397631911,-0.0120587163201273,-0.0201089529227134,0.0293522120125274,-0.0316996004871495,-0.014981553615617,-0.0186242039979465,-0.00764822083825667,0.00257400399517316,-0.00362976805057863,0.00110132169722021,-0.0419641990990322,-0.0109530120191972,-0.00867855545624785,0.00556071868469754,-0.0133208439756607,-0.00765635386199337,-0.00589972212718815,-0.010695289116748,0,0.00071821884820622,-0.00109349382137136,-0.00649352931054836,0,-0.0264288000350685,-0.0267350927466881,-0.0389889902927836,-0.00277392688272537,-0.0259300762359165,-0.0123610968235739,-0.0156934345460464,-0.00122524009610148,-0.0160003413464411,0.00407332538763572,-0.0210534091978323,-0.0212899821287666,0.0174676930403909,-0.041061486797774,-0.00172562596746983,-0.0227282510775564,-0.00228050269872515,-0.0278852034895356,-0.0188329483330922,0,-0.0126583968719234,-0.0206192872027358,-0.0257663207642291,-0.0027285146532039,-0.033387016032737,-0.0116960397631911,-0.0356440551378561,0.000620155058634886,-0.0163614369143059,0,-0.0171678036223654,-0.0100774651653683,-0.00448498285059973,0.0661332126970002,-0.0586105224447335,0.00975617494536474,-0.0141980615052928,-0.0184124879444525,-0.00975617494536474,-0.0116228398279929,-0.00671895024874503,-0.0214140945038165,-0.0368836134305548,-0.0174676930403909,-0.0120285758656071,0.00580553154532071,-0.0220470521411329,-0.00536690471154344,-0.0164838897216895,0,0.0107239633629757,-0.0294758181329535,0,0,-0.0188162717994764,-0.00930239266231359,-0.0107527917762619,-0.0291479775506565,0.00133600554274249,-0.00936268992785072,0.00200601872686579,-0.00472814119594589,-0.00334262149669007,0.00322061470004198,-0.00157604445546555,-0.0112360732669259,-0.00634922767865875,0,-0.0133335308694651,-0.000915331871687908,0.000469373395146189,-0.0153343640001067,0.0144406841547942,-0.0260055105727193
